; ===== 트레잇 오써링 CSV (기존 182 스켈레톤 + 새 스키마) =====
; 인코딩 규약: design/traits_authoring_sample.csv 상단 참조
; ★ effects/bridges 값 전부 잠정 1차 패스 — 세부 다듬기/통합 밸런싱에서 조정
; effects/bridges/subMain/subSub/acquire/rarity/contraPair = 밸런싱/콘텐츠 패스에서 채움
; 신규 로스터 이름(trait_roster.md [신])은 아직 미포함 — id 부여 후 추가

[combat]
id,name,category,tier,rarity,subMain,subSub,acquire,apCost,element,dmgMult,target,effects,bridges,contraPair,description
BT_RECOVER_FAST,회복빠름,신체,2,,체질,회복,초기,생활|회복|mult|1.3,,BT_RECOVER_SLOW,회복빠름 효과(잠정),,,,,
BT_RECOVER_SLOW,회복느림,신체,2,,체질,회복,초기,생활|회복|mult|0.7,,BT_RECOVER_FAST,회복느림 효과(잠정),,,,,
BT_ADDICT_EASY,중독되기쉬움,신체,1,,체질,중독,초기,조교|중독|gainMult|1.3,,BT_ADDICT_HARD,중독되기쉬움 효과(잠정),,,,,
BT_ADDICT_HARD,중독되기어려움,신체,1,,체질,중독,초기,조교|중독|gainMult|0.7,,BT_ADDICT_EASY,중독되기어려움 효과(잠정),,,,,
BT_SHAPESHIFT,변환자재,신체,3,,체질,가변,합성,조교|체형가변|gate|1,stat|회피|add|0.05,,변환자재 효과(잠정),,,,,
BT_CAT_TONGUE,고양이혀,신체,1,,체질,특수,초기,조교|구강|gainMult|0.7,,,고양이혀 효과(잠정),,,,,
BT_FLAT,절벽,신체,1,,체형,가슴,초기,조교|감도.가슴|gainMult|1.2 ; 조교|가슴조교|gate|0,,BT_HUGE_BUST,절벽 효과(잠정),,,,,
BT_SMALL_BUST,빈유,신체,1,,체형,가슴,초기,조교|감도.가슴|gainMult|1.1,,,빈유 효과(잠정),,,,,
BT_BIG_BUST,거유,신체,1,,체형,가슴,초기,조교|가슴조교|gainMult|1.2,,,거유 효과(잠정),,,,,
BT_HUGE_BUST,폭유,신체,1,,체형,가슴,초기,조교|가슴조교|gainMult|1.4 ; 조교|감도.가슴|gainMult|0.8,,BT_FLAT,폭유 효과(잠정),,,,,
BT_DWARF,소인체형,신체,1,,체형,체구,초기,조교|고통|gainMult|1.2 ; 조교|일부행위|gate|불가,,,소인체형,,,,,
BT_PETITE,작은체형,신체,1,,체형,체구,초기,조교|고통|gainMult|1.1,stat|회피|add|0.05,BT_TALL,작은체형,,,,,
BT_TALL,장신,신체,1,,체형,체구,초기,,stat|defense.물리|add|0.05,BT_PETITE,장신,,,,,
BT_BUILT,덩치,신체,1,,체형,체구,초기,,stat|DEF|mult|1.1,,덩치,,,,,
BT_GIANT,거구,신체,1,,체형,체구,초기,조교|고통|gainMult|0.8,stat|DEF|mult|1.2 ; stat|회피|add|-0.1,,거구,,,,,
BT_BIG_HIPS,큰엉덩이,신체,1,,체형,둔부,초기,조교|애널조교|gainMult|1.2,,,큰엉덩이 효과(잠정),,,,,
BT_LACTATING,모유분비,신체,1,,성징,모유,조교,조교|부위.가슴|unlock|1,,,모유분비 효과(잠정),,,,,
BT_NIPPLE_TYPE,유두타입,신체,1,,성징,유두,초기,조교|감도.가슴|gainMult|1.1,,,유두타입,,,,,
BT_CLIT_TYPE,음핵타입,신체,1,,성징,음핵,초기,조교|감도.C|gainMult|1.1,,,음핵타입,,,,,
BT_BODY_HAIR,체모성장,신체,1,,성징,체모,초기,조교|감도.피부|gainMult|1.05,,,체모성장 [flavor],,,,,체모성장
BT_VAMPIRE,흡혈귀,신체,2,,종족,generic,초기,생활|회복|mult|밤1.3주간0.7,stat|defense.광|add|-0.1,,흡혈귀,,,,,
BT_DEMON,악마,신체,2,,종족,generic,초기,조교|global.욕정|gainMult|1.2,,,악마,,,,,
BT_DOLL,인형,신체,2,,종족,generic,초기,조교|고통소모|mult|0.7 ; 조교|global.욕정|gainMult|0.8,,,인형,,,,,
BT_MACHINE,기계,신체,2,,종족,generic,초기,조교|약물|immune|1 ; 조교|체질변화|immune|1,,,기계,,,,,
BT_SPIRIT_BODY,영체,신체,2,,종족,generic,초기,전투|물리피해|mult|0.7 ; 생활|기력소모|mult|1.2,,,영체,,,,,
BT_COOK_AFFINITY,요리적성,신체,1,,적성,지식,초기,생활|지식.요리|gainMult|1.2 ; 생활|시설.주방|mult|1.15,,,요리적성 적성,,,,,
BT_SWIM_AFFINITY,수영적성,신체,1,,적성,지식,초기,탐사|지식.수영|gainMult|1.2 ; 탐사|수중|mult|1.2,,,수영적성 적성,,,,,
BT_FISH_AFFINITY,낚시적성,신체,1,,적성,지식,초기,생활|지식.낚시|gainMult|1.2 ; 생활|시설.낚시터|mult|1.15,,,낚시적성 적성,,,,,
BT_FORM_UNSTABLE,체형불안정,신체,3,,모순,분열,모순합성,,stat|회피|add|-0.05,,형태가 자리를 잡지 못한다.
BT_COND_STURDY,조건부강건,신체,3,,모순,통합,모순합성,,stat|DEF|mult|1.1|when:hpPct:<=:0.5,,몰릴수록 단단해지는 몸.
BT_STAMINA_SWING,체력기복,신체,3,,모순,분열,모순합성,,stat|ATK|mult|1.1|when:hpPct:>=:0.8 ; stat|ATK|mult|0.9|when:hpPct:<=:0.3,,컨디션의 진폭이 크다.
BT_ADAPTIVE_BODY,적응신체,신체,3,,모순,통합,모순합성,,stat|defense.물리|add|0.1,,유연함과 단단함을 오간다.
BT_SPASM,경련,신체,3,,모순,분열,모순합성,,stat|회피|add|-0.1,,몸이 제멋대로 떨린다.
BT_HOMEOSTASIS,항상성,신체,3,,모순,통합,모순합성,생활|회복|gainMult|1.25,,,무너져도 제자리로 돌아오는 몸.
BT_ERRATIC_RECOVERY,회복난조,신체,3,,모순,분열,모순합성,생활|회복|gainMult|0.7,,,낫는 속도가 종잡을 수 없다.
BT_IRONFLESH,무쇠,신체,2,,체질,금속,초기,,stat|defense.물리|add|0.15,,철(화성)의 몸 — 물리를 튕겨내는 무쇠 같은 육질. (잠정)
BT_REDCOPPER,적동,신체,2,,체질,금속,초기,,stat|defense.자|add|0.15,,구리(금성)의 몸 — 끌림을 다스리는 감응의 살갗. (잠정)
BT_GOLDBODY,황금,신체,2,,체질,금속,초기,,stat|defense.광|add|0.15,,금(태양)의 몸 — 빛에 바래지 않는 불변의 광택. (잠정)
BT_SILVERBODY,백은,신체,2,,체질,금속,초기,,stat|defense.식|add|0.15,,은(달)의 몸 — 독과 침식에 검게 경고하는 살. 蝕=월식의 글자. (잠정)
BT_LEADGUARD,연갑,신체,2,,체질,금속,초기,,stat|defense.위|add|0.15,,납(토성)의 몸 — 무엇도 꿰뚫기 어려운 무거운 차폐. (잠정)
BT_TINBODY,주석,신체,2,,체질,금속,초기,,stat|defense.동|add|0.15,,주석(목성)의 몸 — 구부리면 우는 금속. 진동을 삼킨다. (잠정)
BT_CINNABAR,진사,신체,2,,체질,금속,초기,,stat|defense.열|add|0.15,,진사(수성)의 몸 — 불을 견뎌 수은을 낳는 붉은 돌. (잠정·재료명과 교차 사용 유의)
BT_BIO_ARMOR,생체갑주,신체,3,,합성계,,합성,,stat|DEF|mult|1.2 ; special|counter|0.1,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_CARAPACE,갑각,신체,3,,합성계,,합성,,stat|defense.물리|add|0.15 ; stat|회피|add|-0.03,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_EXPLORE_MANIA,탐사광,신체,3,,합성계,,합성,탐사|발견|gainMult|1.2 ; 탐사|보상|gainMult|1.1,,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_GEO_SENSE,지맥감지,신체,4,,합성계,,합성,탐사|발견|gainMult|1.3 ; 탐사|보상|gainMult|1.15 ; 생활|생산|gainMult|1.1,,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_GREEN_HAND,녹수,신체,4,,합성계,,합성,생활|수급.약초|gainMult|1.3 ; 생활|생산|gainMult|1.15 ; 조교|약효|gainMult|1.1,,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_HORN_SCALE,각린,신체,4,,합성계,,합성,조교|감도.피부|gainMult|0.9,stat|defense.물리|add|0.15 ; stat|defense.위|add|0.1 ; stat|DEF|mult|1.15,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_IRON_FRAME,철골,신체,3,,합성계,,합성,,stat|DEF|mult|1.15 ; stat|defense.물리|add|0.1,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_MOLTING,탈피,신체,4,,합성계,,합성,생활|회복|gainMult|1.25,special|debuffResist|0.3,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_NOCTURNAL,야행,신체,4,,합성계,,합성,탐사|발견|gainMult|1.25,special|nightBonus|0.3,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_OUTER_SHELL,외각,신체,4,,합성계,,합성,조교|감도.피부|gainMult|0.85,stat|defense.물리|add|0.2 ; special|debuffResist|0.2,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_REGEN_CORE,재생핵,신체,4,,합성계,,합성,생활|회복|gainMult|1.3,special|regen|0.2,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_REGEN_SKIN,재생피부,신체,3,,합성계,,합성,생활|회복|gainMult|1.25,special|regen|0.1,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_SHARP_CLAW,첨조,신체,4,,합성계,,합성,탐사|보상|gainMult|1.1,special|critUp|0.25 ; stat|ATK|mult|1.1,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_SMITH_BODY,야장체질,신체,4,,합성계,,합성,생활|가공|gainMult|1.3 ; 생활|지식.연금|gainMult|1.15,stat|defense.열|add|0.1,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_STEEL_ARM,강완,신체,4,,합성계,,합성,생활|가공|gainMult|1.1,stat|ATK|mult|1.25 ; weight|공격|0.2,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_WILD_CLAW,야조,신체,3,,합성계,,합성,,weight|공격|0.15 ; special|critUp|0.1,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
BT_FLEX_BODY,가변신,신체,3,,모순,통합,모순합성,생활|시설효율|gainMult|1.1,stat|회피|add|0.1,,어느 자리든 제 몸을 맞춘다.
BT_UNEVEN_BODY,불균신,신체,3,,모순,분열,모순합성,조교|감도.전부위|gainMult|1.15,stat|회피|add|-0.05,,뒤틀린 균형이 낳은 예민함.
BT_HARMONY_BODY,조화신,신체,3,,모순,통합,모순합성,조교|감도.가슴|gainMult|1.2 ; 관계|호감도|gainMult|1.1,,,있는 그대로가 조화다.
BT_DISHARMONY,부조화,신체,3,,모순,분열,모순합성,조교|감도.가슴|gainMult|1.3 ; 조교|global.공포|gainMult|1.1,,,몸의 낙차가 마음을 흔든다.
BT_PRESSURE_PROOF,내압강화,신체,1,,선천계,,초기,,stat|defense.위|add|0.05,,티어다운 선천 편입 — 원 효과=cross_staging 참조
BT_MIRROR_SCALE,거울 비늘,신체,1,,선천계,,초기,,stat|defense.광|add|0.05,,티어다운 선천 편입 — 원 효과=cross_staging 참조
BT_FINE_CRAFT,정밀기교,신체,1,,선천계,,초기,생활|가공|gainMult|1.05,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
BT_COVERT_SKILL,은밀한 숙련,신체,1,,선천계,,초기,생활|시설효율|gainMult|1.05,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
BT_SPRING_SPIRIT,수원의 정령,신체,1,,선천계,,초기,생활|수급.물|gainMult|1.1,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
BT_TWO_HEADS,두머리,신체,2,,우화,,초기,,special|ambushImmune|0.5,,쌍두 독수리 — 두 개의 머리.
BT_WING_WEIGHT,날개무게,신체,1,,우화,,초기,조교|고통|gainMult|0.95,,,헤르메스의 새 — 제 날개를 먹어 길들인 무게.
BT_WILD_BLOOD,들피,신체,1,,우화,,초기,,weight|공격|0.1,,늑대 — 길들지 않은 피. 모순 극.
BT_TAME_BLOOD,집피,신체,1,,우화,,초기,관계|호감도|gainMult|1.1,,,개 — 곁을 택한 피. 모순 극.
BT_HONEY_GLAND2,꿀샘,신체,2,,우화,,초기,조교|부위특수|unlock|1 ; 조교|감도.가슴|gainMult|1.1,,,벌 — 죽음에서 단맛을 빚는 샘. ⚠밀선과 결 분담.
BT_SINGLE_HORN,일각,신체,1,,우화,,초기,,stat|ATK|mult|1.05,,유니콘 — 하나뿐인 뿔.
BT_DRAGON_WING,용익,신체,1,,우화,,초기,,stat|회피|add|0.05,,용(날개 有) — 휘발하는 날개.
BT_EARTH_DRAGON_SCALE,지룡비늘,신체,2,,우화,,초기,,stat|defense.물리|add|0.1,,용(날개 無) — 고정된 비늘.
BT_EVIL_EYE,사안,신체,2,,우화,,초기,,special|critUp|0.1,,바실리스크 — 마주치면 굳는 눈. 치명 결.
BT_VENOM_GLAND,맹독샘,신체,1,,우화,,초기,,special|dot독|0.1,,바실리스크 — 독의 원천.
BT_MOLT_SOUL,탈피혼,신체,1,,우화,,초기,생활|회복|gainMult|1.1,,,말뚝의 뱀 — 허물을 벗는 혼.
BT_SERPENT_LOWER,사반신,신체,1,,우화,,초기,탐사|수계통행|unlock|1,stat|회피|add|0.05,,멜루지네 — 뱀의 하반신. 유닛 직행 표기.
BT_CHARM_VOICE,매성,신체,2,,우화,,초기,조교|global.연모|gainMult|1.1,special|aggroUp|0.3,,세이렌 — 홀리는 목소리. 자(磁) 결.
BT_WEBBED,물갈퀴,신체,1,,우화,,초기,생활|지식.수영|gainMult|1.1,,,운디네 — 물을 가르는 손.
BT_FLUID_ADAPT,유체적응,신체,2,,우화,,초기,,stat|회피|add|0.08,,운디네 — 흐르는 것에 몸을 맞춘다.
BT_ROOTING,뿌리내림,신체,1,,우화,,초기,,stat|DEF|mult|1.05 ; weight|방어|0.1,,만드라고라 — 땅에 뿌리를 둔 몸.
BT_EARTH_BODY,토신,신체,1,,우화,,초기,,stat|defense.위|add|0.05,,골렘 — 흙으로 빚은 몸.
BT_GOLD_EGG,황금알,신체,2,,우화,,초기,생활|월말생산|unlock|1 ; 생활|생산|gainMult|1.15,,,검은 암탉 — 밤이 낳는 금. 도시 생산 결.
BT_BLACK_FEATHER,검은깃,신체,1,,우화,,초기,,special|nightBonus|0.1,,검은 암탉 — 검은 날개.
BT_WHITE_FEATHER,흰깃,신체,1,,우화,,초기,관계|호감도|gainMult|1.05,,,디아나의 비둘기 — 백화의 흰 깃.
BT_TIPSY_BODY,취기체질,신체,1,,우화,,초기,조교|약물반응|unlock|1 ; 조교|약효|gainMult|1.1,,,포도나무 — 발효를 품는 몸. ★발효 키워드 앵커.
BT_REBIRTH_SEED,재생종자,신체,1,,우화,,초기,생활|회복|gainMult|1.05,,,밀 — 죽어 묻혀 다시 나는 씨.
BT_MIXED_BLOOD,이종혈,신체,1,,우화,,초기,,special|randomResist|0.05,,키메라 — 섞인 피.
BT_BEE_SWARM,봉군,신체,3,,합성계,,합성,생활|생산|gainMult|1.15 ; 관계|호감도|gainMult|1.05,,,재결합 — 무리의 단맛. (효과 미저작)
BT_UNICORN_NATURE,일각수,신체,3,,합성계,,합성,조교|global.음란|gainMult|0.85 ; 탐사|발견|gainMult|1.15,stat|ATK|mult|1.05,,재결합 — 정결의 뿔. (효과 미저작)
BT_DRAGON_VEIN,용혈,신체,3,,합성계,,합성,,stat|ATK|mult|1.1 ; stat|DEF|mult|1.1,,재결합 — 휘발과 고정이 흐르는 피. (효과 미저작)
BT_FIXED_MOLT,고정탈피,신체,3,,합성계,,합성,생활|회복|gainMult|1.2,special|debuffResist|0.2,,재결합 — 못 박힌 채 허물만 벗는다. (효과 미저작)
BT_SECRET_SCALE,비밀비늘,신체,3,,합성계,,합성,조교|감도.전부위|gainMult|1.1,stat|회피|add|0.1,,재결합 — 감춰둔 하반신. (효과 미저작)
BT_WATER_BODY,수체,신체,3,,합성계,,합성,생활|지식.수영|gainMult|1.2,stat|회피|add|0.1,,재결합 — 물의 몸. (효과 미저작)
BT_NIGHT_GOLD_HEN,야금계,신체,3,,합성계,,합성,생활|월말생산|unlock|1 ; 생활|생산|gainMult|1.2,,,재결합 — 밤의 금계. 도시 생산. (효과 미저작)
BT_RECONCILED_BEAST,화해수,신체,3,,모순,,모순합성,관계|호감도|gainMult|1.15,weight|공격|0.1,,길들었으되 이빨은 남겨두었다.
BT_KIN_STRIFE,골육상쟁,신체,3,,모순,,모순합성,관계|호감도|gainMult|0.8,weight|공격|0.2,,같은 피끼리 더 사납다.
BT_HULK,거한,신체,3,,합성계,,합성,,stat|DEF|mult|1.15 ; stat|ATK|mult|1.1 ; stat|회피|add|-0.05,,(id 충돌 수정: BT_GIANT=기존 거구)
BT_DEMON_LINEAGE,마족혈통,신체,3,,합성계,,합성,조교|global.음란|gainMult|1.15,stat|ATK|mult|1.1,,마족혈통
BT_MOTHER_BODY,모성체,신체,3,,합성계,,합성,조교|감도.가슴|gainMult|1.2 ; 관계|호감도|gainMult|1.1,,,모성체
BT_FISHER,어부,신체,3,,합성계,,합성,생활|지식.낚시|gainMult|1.25 ; 생활|지식.수영|gainMult|1.15,,,어부
BT_GHOST_BODY,유령신체,신체,3,,합성계,,합성,,stat|회피|add|0.15 ; stat|defense.물리|add|0.1,,유령신체
BT_AUTOMATON,자동인형,신체,3,,합성계,,합성,생활|시설효율|gainMult|1.15 ; 조교|반복페널티|gainMult|0.85,,,자동인형
BT_PURIFY_BODY,정화체질,신체,3,,합성계,,합성,조교|약효|gainMult|0.8,special|debuffResist|0.2,,정화체질
BT_TINY_BODY,초소형,신체,3,,합성계,,합성,조교|감도.전부위|gainMult|1.1,stat|회피|add|0.15 ; stat|DEF|mult|0.9,,초소형
BT_VOLUPTUOUS,풍만,신체,3,,합성계,,합성,조교|감도.가슴|gainMult|1.15 ; 관계|호감도|gainMult|1.05,,,풍만
BT_TONGUE_SENSE,혀끝감각,신체,3,,합성계,,합성,생활|가공|gainMult|1.1 ; 조교|감도.입|gainMult|1.15,,,혀끝감각
BT_RECORDER,기록가,신체,3,,합성계,,합성,탐사|발견|gainMult|1.15 ; 조교|역가전반|gainMult|1.05,,,기록가
BT_PEELER,박리사,신체,3,,합성계,,합성,생활|가공|gainMult|1.15 ; 탐사|보상|gainMult|1.05,,,박리사
BT_MUTATE_ADAPT,변이적응,신체,3,,합성계,,합성,,special|randomResist|0.2,,변이적응
BT_CORRODE_WALL,부식 방벽,신체,3,,합성계,,합성,,stat|DEF|mult|1.1 ; special|reflect|0.1,,부식 방벽
BT_SLIME_SPAWN,점액 산란,신체,3,,합성계,,합성,조교|절정산물|unlock|1 ; 생활|생산|gainMult|1.1,,,점액 산란
BT_CATALYST_BODY,촉매체질,신체,3,,합성계,,합성,생활|수급.약초|gainMult|1.2 ; 조교|약효|gainMult|1.1,,,촉매체질
BT_FLAME_SMITH,화염 단조사,신체,3,,합성계,,합성,생활|가공|gainMult|1.2 ; 생활|지식.연금|gainMult|1.1,,,화염 단조사
